species,presence,x,y,date,accuracy,source,key,datasetKey
Bromus rubens,1,-118.732494,34.199703,2020-04-20T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.034709,32.807398,2020-03-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.13141,32.90793,2020-03-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.222632,34.330093,2020-01-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.24547,34.33645,2020-01-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.956926,34.540854,2019-05-15T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.99062,39.17548,2019-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.422965,34.852824,2019-04-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.004331,36.372951,2019-04-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.475735,34.626512,2019-04-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.240998,33.71501,2019-02-09T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.28897,34.474076,2018-11-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.507069,34.296844,2018-10-06T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.031855,32.840887,2018-06-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.024917,35.035103,2018-05-20T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.733804,35.414756,2018-05-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.741539,35.427955,2018-05-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.493399,36.157441,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.413215,36.089293,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.392188,36.082177,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.356385,36.073172,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.321785,36.071545,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.305996,36.05429,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.29575,36.03932,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.28622,36.02193,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.278286,36.009573,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.261034,35.988593,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.246041,35.977914,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.203492,35.97255,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.17734,35.970096,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.179752,35.993162,2018-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.156715,33.512823,2018-04-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.143866,33.489681,2018-04-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.175893,33.025019,2018-04-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.354674,34.270247,2018-04-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.112389,36.325827,2018-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.075095,36.329801,2018-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.059494,36.284658,2018-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.038827,36.269139,2018-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.972517,36.274892,2018-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.772646,36.705253,2018-03-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.793279,36.724174,2018-03-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.785665,36.633835,2018-03-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.786141,36.563056,2018-03-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.636228,36.45265,2018-03-20T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.816368,36.849376,2018-03-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.15203,34.120974,2018-03-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.765742,37.041852,2018-03-11T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.739863,37.056343,2018-03-11T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.914152,36.830044,2018-03-06T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.25184,34.418154,2018-02-10T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.709826,34.136482,2018-01-21T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.485984,34.594985,2018-01-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.732714,33.502374,2017-12-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.570115,33.718185,2017-12-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.846993,34.262652,2017-12-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.866697,36.670867,2017-11-03T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.144906,34.58556,2017-10-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.949561,34.803464,2017-10-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.835085,36.54017,2017-09-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.647724,34.243534,2017-09-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.194228,34.60716,2017-09-06T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.477083,34.667372,2017-08-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.471506,34.329622,2017-08-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.474293,34.695155,2017-07-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.438409,34.694539,2017-07-11T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.402802,34.707945,2017-07-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.420445,34.669156,2017-06-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.782819,33.573187,2017-05-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.780309,33.59634,2017-05-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.32657,37.05668,2017-05-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.376933,33.213591,2017-05-21T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.501275,33.593985000000004,2017-05-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.612601,33.686681,2017-05-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.556815,33.939722,2017-05-10T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.997856,35.153006,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.954587,35.015714,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.944747,34.985305,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.940044,34.97038,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.932584,34.946583,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.922508,34.924,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.898038,34.879553,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.876349,34.858128,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.865745,34.843636,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.869526,34.829424,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.884551,34.812917,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.873369,34.800125,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.84354,34.794106,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.821115,34.783194,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.797359,34.762841,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.79743,34.735774,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.79849,34.719119,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.791318,34.696746,2017-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.603499,33.113346,2017-04-29T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.174833,33.390309,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.160715,33.41249,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.148113,33.428725,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.135488,33.451516,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.216957,33.572891,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.242908,33.593359,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.264612,33.61709,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.280577,33.637177,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.288897,33.649518,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.308676,33.669638,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.422464,33.735462,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.443769,33.744308,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.462641,33.757842,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.486835,33.775692,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.495008,33.78799,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.503782,33.800217,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.511525,33.814437,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.527122,33.828193,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.535664,33.855073,2017-04-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.439402,32.7685,2017-04-08T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.801344,36.548688,2017-04-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.796551,36.566797,2017-04-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.578872,34.000633,2017-04-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.401017,33.304044,2017-03-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.240602,32.980838,2017-03-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.635517,32.840741,2017-02-11T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.375695,33.110905,2017-01-29T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.443773,33.001168,2017-01-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.727845,34.592281,2016-12-22T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.242959,33.433212,2016-12-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.480122,33.624783,2016-12-10T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.479761,33.346603,2016-11-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.212625,33.41588,2016-11-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.546456,33.123351,2016-11-06T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.144174,32.738066,2016-10-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.396193,33.561285,2016-10-04T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.466443,33.582491,2016-09-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.446695,33.568447,2016-09-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.26642,36.84157,2016-09-09T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.148253,33.372121,2016-09-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.404356,33.56686,2016-09-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.407499,35.813722,2016-07-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-119.601659,36.210842,2016-06-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.452928,33.197964,2016-05-29T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.11746,37.11713,2016-05-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.89299,34.039853,2016-05-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.350922,33.599071,2016-04-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.281103,32.842262,2016-04-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.00441,36.0632,2016-04-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.967,36.92613,2016-04-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.246845,33.359095,2016-04-11T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.194236,33.343676,2016-04-10T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.365414,33.191267,2016-04-09T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.823206,34.761382,2016-04-03T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.48719,34.55065,2016-03-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.736857,32.99129,2016-03-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.238879,33.285384,2016-03-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.499751,37.71309,2016-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.063149,33.081283,2015-12-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.746583,34.271214,2015-10-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.137258,32.985521,2015-10-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.068211,32.940944,2015-10-09T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.56885,37.891332,2015-09-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.478088,37.844298,2015-09-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.15602,33.039704,2015-09-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.142272,32.954355,2015-08-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.181287,32.939277,2015-08-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.107393,38.991864,2015-06-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.651212,38.701356,2015-05-20T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.959585,32.97701,2015-05-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.33008,37.09716,2015-04-08T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.033397,37.897273,2015-04-04T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.997282,33.169425,2014-08-13T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.240101,33.074014,2014-08-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.68918,33.70543,2014-07-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.6234,33.66997,2014-07-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.482036,37.827601,2014-06-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.69131,34.28368,2014-04-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-123.040732,38.738689,2014-04-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.473523,37.603936,2013-06-24T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.952826,39.721866,2013-06-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.01631,39.353352,2013-06-03T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.566948,37.86971,2013-05-30T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.449918,37.806313,2013-03-21T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.665613,37.81897,2013-03-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.321487,36.730198,2012-10-17T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-120.287529,36.709854,2012-10-16T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.555514,37.851381,2012-08-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.482844,37.792882,2012-07-02T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.493085,37.523223,2012-06-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.496409,37.619453,2012-06-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.798012,39.261206,2012-05-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.530725,37.820405,2012-05-08T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.549066,37.835048,2012-05-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.05584,36.43871,2012-05-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-121.327955,38.588409,2012-04-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.14454,34.37396,2011-09-23T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.881724,33.524872,2011-08-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.928779,33.779815,2011-07-28T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.06607,34.42887,2011-05-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.099997,33.791881,2011-04-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.896106,33.466122,2011-04-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.659,34.32312,2011-04-15T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.376856,33.741569,2011-04-12T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.26615,34.37873,2011-02-14T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.915971,34.032187,2010-07-27T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-122.449588,37.596581,2010-07-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.832295,33.807906,2010-07-15T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.806649,33.642482,2010-06-15T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.622938,33.558556,2010-06-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.839424,33.739442,2010-06-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.829472,33.667391,2010-06-07T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.21201,34.29673,2010-06-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.119179,33.695682,2010-05-19T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.131214,33.84695,2010-05-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.056033,33.875967,2010-05-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.490086,33.738195,2010-05-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.55504,34.50566,2010-04-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.42275,33.635904,2010-04-26T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.413696,33.843367,2010-04-21T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.953702,33.467861,2010-04-05T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.940949,34.045192,2010-04-04T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.140832,33.581175,2010-03-18T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.3392,37.032207,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.929819,35.968169,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.188647,36.941677,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.248986,36.920853,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.092064,36.840524,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.11208,36.804247,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-116.647106,36.382467,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-117.031576,36.783956,2010-01-01T00:00:00Z,NA,Calflora,NA,NA
Bromus rubens,1,-118.11473,36.8807,2009-08-18T00:00:00Z,NA,Calflora,NA,NA
