species,presence,x,y,key,datasetKey,date,accuracy,source
Bromus rubens,1,-117.55311,33.54283,3503177873,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2021-04-04T00:00:00Z,5,GBIF
Bromus rubens,1,-117.626944,33.752786,3096861301,b2d55172-8980-4195-9632-a186edb27d5a,2021-04-08T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.9035,36.6731,3395960407,f56df26e-73f5-4d37-bfed-3d46c0834e82,2021-04-09T00:00:00Z,10,GBIF
Bromus rubens,1,-117.409418,34.20354,3968518324,44525bc9-4412-441a-9890-1df3d289e3f6,2021-04-07T00:00:00Z,100,GBIF
Bromus rubens,1,-118.013611,34.162778,4040338354,44525bc9-4412-441a-9890-1df3d289e3f6,2021-04-21T00:00:00Z,100,GBIF
Bromus rubens,1,-119.731488,37.111443,3404203432,3fed506c-d04f-4cd4-b373-bd602572f39b,2021-04-08T00:00:00Z,5,GBIF
Bromus rubens,1,-117.6131,33.79556,3124976397,b2d55172-8980-4195-9632-a186edb27d5a,2021-05-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.904956,34.154085,4040338337,44525bc9-4412-441a-9890-1df3d289e3f6,2021-05-05T00:00:00Z,100,GBIF
Bromus rubens,1,-117.675,34.222778,4040338467,44525bc9-4412-441a-9890-1df3d289e3f6,2021-05-10T00:00:00Z,100,GBIF
Bromus rubens,1,-115.15375,36.301783,4404915984,b8811bf9-abcf-4600-9245-eda1017c3978,2020-03-19T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.552184,33.568744,3745149382,3c59bd42-7bfd-421b-8da4-275780390e4c,2020-03-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.33889,33.49389,4403430402,3c59bd42-7bfd-421b-8da4-275780390e4c,2020-03-15T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.64485,33.48352,3503200542,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2020-03-21T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.16209,34.54646,3821048452,9781ce05-2379-4a10-ab3b-c91346510df8,2020-03-14T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.5417,33.1354,3872273310,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2020-04-04T00:00:00Z,NA,GBIF
Bromus rubens,1,-114.82544,33.88922,4128832481,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2020-04-26T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.45599,33.68764,3503188567,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2020-05-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.959938,33.415754,4089459312,e05fd4c2-4d77-4c50-880e-1b22096af300,2019-02-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.76834,34.16608,2572936768,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-03-03T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.71908,34.06082,2572937745,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-114.28296,36.51918,4404919922,b8811bf9-abcf-4600-9245-eda1017c3978,2019-03-09T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.70398,34.07901,2861419325,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-03-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.70498,34.11971,2861411325,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-03-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.70786,34.09163,2861426331,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.308,33.832,2422536235,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-03-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.54395,32.96855,3125139713,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.1264,32.9797,3125141917,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-26T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.85585,33.660493,3503189633,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2019-03-05T00:00:00Z,10,GBIF
Bromus rubens,1,-114.78989,34.84022,3949976330,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.38921,34.49575,3949971330,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-114.83621,34.41275,3949975330,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.285,34.2725,4403423307,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-15T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2708,34.2578,4403420310,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.71799,34.1635,2572937161,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-04-21T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.70424,34.16537,2572938026,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-04-21T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.75165,34.1668,2572938745,3c59bd42-7bfd-421b-8da4-275780390e4c,2019-04-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.86679,34.421133,3053474878,ed3d96f2-db7b-48cd-9960-f871e7df7286,2019-04-15T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.16646,34.56416,3799682772,9781ce05-2379-4a10-ab3b-c91346510df8,2019-04-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.80106,36.43283,3827663306,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-04-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.68614,36.37367,3827653306,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-04-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.69983,36.42783,3827663307,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-04-28T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.35458,34.59951,3872358303,9781ce05-2379-4a10-ab3b-c91346510df8,2019-04-21T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.350503,35.03931,4403366788,9781ce05-2379-4a10-ab3b-c91346510df8,2019-04-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.138,34.8441,4418829378,9781ce05-2379-4a10-ab3b-c91346510df8,2019-04-06T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.473074,34.504951,2432122873,f56df26e-73f5-4d37-bfed-3d46c0834e82,2019-05-09T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.4382,33.6214,2450409412,b2d55172-8980-4195-9632-a186edb27d5a,2019-05-09T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.4335,33.6113,2450409299,b2d55172-8980-4195-9632-a186edb27d5a,2019-05-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.28453,33.36915,3125274816,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-05-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.75619,36.515,3827662307,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-05-12T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.16,34.4608,4403422312,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2019-05-01T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.96066,35.79447,4433418837,9781ce05-2379-4a10-ab3b-c91346510df8,2019-05-24T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.48123,35.44842,4433417860,9781ce05-2379-4a10-ab3b-c91346510df8,2019-05-23T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.55252,34.31649,4433414887,9781ce05-2379-4a10-ab3b-c91346510df8,2019-05-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.89219,35.38305,4433417882,9781ce05-2379-4a10-ab3b-c91346510df8,2019-05-23T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.844,35.64196,2432123407,f56df26e-73f5-4d37-bfed-3d46c0834e82,2019-06-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.44327,33.66716,3503177942,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2019-06-08T00:00:00Z,6,GBIF
Bromus rubens,1,-117.485447,33.702212,3503180681,7fc39a52-0d5c-40e1-a6a7-c64068a1fa76,2019-06-22T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.77489,36.52908,3799669357,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2019-06-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.18432,34.53141,3821055324,9781ce05-2379-4a10-ab3b-c91346510df8,2019-06-06T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.11326,35.38187,4433414851,9781ce05-2379-4a10-ab3b-c91346510df8,2019-06-05T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.509463,33.629009,2572936017,3c59bd42-7bfd-421b-8da4-275780390e4c,2018-03-25T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.69001,34.19369,2861411317,3c59bd42-7bfd-421b-8da4-275780390e4c,2018-03-06T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.05945,35.50372,2610101115,9781ce05-2379-4a10-ab3b-c91346510df8,2018-03-21T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.03072,33.06581,3125142925,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2018-03-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.700777,34.486664,3053366778,ed3d96f2-db7b-48cd-9960-f871e7df7286,2018-04-16T00:00:00Z,NA,GBIF
Bromus rubens,1,-113.9767,36.61652,2270532207,e05fd4c2-4d77-4c50-880e-1b22096af300,2018-04-28T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.92847,35.57599,2610097963,9781ce05-2379-4a10-ab3b-c91346510df8,2018-04-12T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.22049,36.1041,2610101291,9781ce05-2379-4a10-ab3b-c91346510df8,2018-04-05T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.08244,35.27925,2610102491,9781ce05-2379-4a10-ab3b-c91346510df8,2018-04-04T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.567062,34.643156,3053381325,ed3d96f2-db7b-48cd-9960-f871e7df7286,2018-05-08T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.34401,33.24605,3053399767,ed3d96f2-db7b-48cd-9960-f871e7df7286,2018-05-10T00:00:00Z,200,GBIF
Bromus rubens,1,-117.38203,35.85479,2989953361,9781ce05-2379-4a10-ab3b-c91346510df8,2018-05-16T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.2025,35.8441,3461011562,f56df26e-73f5-4d37-bfed-3d46c0834e82,2018-05-11T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.5144,34.06332,3949988707,9781ce05-2379-4a10-ab3b-c91346510df8,2018-05-07T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.92695,34.67272,2610101449,9781ce05-2379-4a10-ab3b-c91346510df8,2018-11-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.34409,34.7534,3125139280,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-02-23T00:00:00Z,NA,GBIF
Bromus rubens,1,-122.08657,38.51747,2421778283,c267909d-184f-4138-9e67-a074d478d52b,2017-03-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.511618,33.612308,1846487017,3c59bd42-7bfd-421b-8da4-275780390e4c,2017-03-04T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.577422,33.646675,1846487142,3c59bd42-7bfd-421b-8da4-275780390e4c,2017-03-25T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.584112,33.626921,1846487261,3c59bd42-7bfd-421b-8da4-275780390e4c,2017-03-25T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.93013,33.4261,2270497643,e05fd4c2-4d77-4c50-880e-1b22096af300,2017-03-10T00:00:00Z,1,GBIF
Bromus rubens,1,-114.135467,36.523183,4404974543,b8811bf9-abcf-4600-9245-eda1017c3978,2017-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.02259,35.99301,2610089539,9781ce05-2379-4a10-ab3b-c91346510df8,2017-03-22T00:00:00Z,NA,GBIF
Bromus rubens,1,-114.79478,34.24326,2610091492,9781ce05-2379-4a10-ab3b-c91346510df8,2017-03-15T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.56839,33.45068,3125158000,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-03-27T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2856,34.2919,3503086309,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-03-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.3194,34.2733,3897622333,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-03-28T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.3089,34.2833,3897629331,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-03-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.052633,33.307936,2270492364,e05fd4c2-4d77-4c50-880e-1b22096af300,2017-04-28T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.987137,35.078183,2270222138,f56df26e-73f5-4d37-bfed-3d46c0834e82,2017-04-06T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.15975,36.17135,3125138286,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-07T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.20873,35.76875,3125137279,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-08T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.220805,36.053131,4010708368,3c59bd42-7bfd-421b-8da4-275780390e4c,2017-04-29T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.882022,36.039334,4010708442,3c59bd42-7bfd-421b-8da4-275780390e4c,2017-04-09T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.17629,33.01126,3125146672,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.488,34.28349,2610083342,9781ce05-2379-4a10-ab3b-c91346510df8,2017-04-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.14064,36.14397,2610084955,9781ce05-2379-4a10-ab3b-c91346510df8,2017-04-06T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.1553,36.02195,2610096039,9781ce05-2379-4a10-ab3b-c91346510df8,2017-04-05T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.476417,35.664533,2610099592,9781ce05-2379-4a10-ab3b-c91346510df8,2017-04-19T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.26037,32.84247,3125144924,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-02T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.3181,33.41572,3125157999,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-11T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.8311,34.1681,3465121315,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-05T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2525,34.3092,3503075302,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-11T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2739,34.2978,3503072303,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-07T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.755,34.2061,3503087310,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-03T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.7797,34.1997,3503082310,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-03T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2581,34.3239,3759019305,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.2525,34.2492,3897623332,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-24T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.0903,34.31,3897623333,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-04-19T00:00:00Z,NA,GBIF
Bromus rubens,1,-113.25906,37.09587,2464627962,a92f4b3c-ae5c-45af-8dac-4a6a88d35ddd,2017-05-11T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.40181,37.48286,2422523772,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2017-05-08T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.271953,37.369876,4404966260,b8811bf9-abcf-4600-9245-eda1017c3978,2017-05-09T00:00:00Z,200,GBIF
Bromus rubens,1,-117.50742,33.46872,2610082538,9781ce05-2379-4a10-ab3b-c91346510df8,2017-05-23T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.412778,34.286944,2610094899,9781ce05-2379-4a10-ab3b-c91346510df8,2017-05-03T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.8628,34.1667,3897629332,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-05-04T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.326447,37.600195,2268954342,7bd65a7a-f762-11e1-a439-00145eb45e9a,2017-05-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.1781,34.2219,3872295303,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,2017-10-19T00:00:00Z,NA,GBIF
Bromus rubens,1,-119.81003,36.74467,2422526153,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2017-11-22T00:00:00Z,NA,GBIF
Bromus rubens,1,-110.999917,32.379972,2572938650,3c59bd42-7bfd-421b-8da4-275780390e4c,2016-02-06T00:00:00Z,5,GBIF
Bromus rubens,1,-112.504743,33.572071,1846484211,3c59bd42-7bfd-421b-8da4-275780390e4c,2016-03-26T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.387561,36.122036,4404893661,b8811bf9-abcf-4600-9245-eda1017c3978,2016-03-03T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.89139,35.25972,2422518118,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2016-03-23T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.44108,35.522,2422518873,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2016-03-24T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.757401,35.190493,2270224655,f56df26e-73f5-4d37-bfed-3d46c0834e82,2016-03-14T00:00:00Z,NA,GBIF
Bromus rubens,1,-116.692486,33.891578,2412540171,b2d55172-8980-4195-9632-a186edb27d5a,2016-03-12T00:00:00Z,5,GBIF
Bromus rubens,1,-117.012917,36.831033,2430297109,9781ce05-2379-4a10-ab3b-c91346510df8,2016-03-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.798861,33.617611,2430487039,9781ce05-2379-4a10-ab3b-c91346510df8,2016-03-17T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.69077,35.069031,2430400659,9781ce05-2379-4a10-ab3b-c91346510df8,2016-03-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.598917,34.016972,4007812229,68c90cbc-e74b-4fb6-8ee4-6fa3bd247837,2016-03-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-111.311683,35.7109,3091293362,e5d9d04e-ffd1-4395-9b10-76034f0c619c,2016-04-20T00:00:00Z,NA,GBIF
Bromus rubens,1,-113.59,36.58,3091202210,e5d9d04e-ffd1-4395-9b10-76034f0c619c,2016-04-01T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.517854,33.591733,1846484267,3c59bd42-7bfd-421b-8da4-275780390e4c,2016-04-02T00:00:00Z,NA,GBIF
Bromus rubens,1,-112.547763,33.593275,1846484334,3c59bd42-7bfd-421b-8da4-275780390e4c,2016-04-09T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.4424,35.98534,4404961447,b8811bf9-abcf-4600-9245-eda1017c3978,2016-04-14T00:00:00Z,NA,GBIF
Bromus rubens,1,-115.10592,35.30348,2422514015,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2016-04-18T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.2898,33.32143,2610084679,9781ce05-2379-4a10-ab3b-c91346510df8,2016-04-12T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.0721,32.78028,2382642180,44525bc9-4412-441a-9890-1df3d289e3f6,2016-04-26T00:00:00Z,NA,GBIF
Bromus rubens,1,-122.2132,38.1535,3059704595,b0515413-6d32-490a-83a0-f8c08f002c70,2016-04-28T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.808611,34.203611,3359747381,44525bc9-4412-441a-9890-1df3d289e3f6,2016-04-12T00:00:00Z,100,GBIF
Bromus rubens,1,-117.55833,34.2175,3359747326,44525bc9-4412-441a-9890-1df3d289e3f6,2016-04-13T00:00:00Z,100,GBIF
Bromus rubens,1,-117.801111,34.152778,3395957437,44525bc9-4412-441a-9890-1df3d289e3f6,2016-04-20T00:00:00Z,100,GBIF
Bromus rubens,1,-117.796389,34.209167,3395957302,44525bc9-4412-441a-9890-1df3d289e3f6,2016-04-28T00:00:00Z,100,GBIF
Bromus rubens,1,-110.319417,35.024233,3091279332,e5d9d04e-ffd1-4395-9b10-76034f0c619c,2016-04-13T00:00:00Z,NA,GBIF
Bromus rubens,1,-114.191829,36.268388,4404889313,b8811bf9-abcf-4600-9245-eda1017c3978,2016-05-19T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.712222,34.218889,3413101434,44525bc9-4412-441a-9890-1df3d289e3f6,2016-05-04T00:00:00Z,100,GBIF
Bromus rubens,1,-121.89,37.15755,1438448946,f934f8e2-32ca-46a7-b2f8-b032a4740454,2016-08-15T00:00:00Z,6,GBIF
Bromus rubens,1,-118.727795,35.241348,2430175057,9781ce05-2379-4a10-ab3b-c91346510df8,2015-02-14T00:00:00Z,NA,GBIF
Bromus rubens,1,-118.733092,35.320932,2430210143,9781ce05-2379-4a10-ab3b-c91346510df8,2015-02-14T00:00:00Z,NA,GBIF
Bromus rubens,1,-117.35039,33.35719,2422504494,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,2015-02-24T00:00:00Z,NA,GBIF
Bromus rubens,1,-120.634685,35.164279,2270178230,f56df26e-73f5-4d37-bfed-3d46c0834e82,2015-02-14T00:00:00Z,NA,GBIF
