species,presence,x,y,date,accuracy,source
Bromus rubens,1,-116.898567,32.727346,2012-05-15,314,Calflora
Bromus rubens,1,-116.899107,32.714924,2012-05-15,314,Calflora
Bromus rubens,1,-116.864514,32.767638,2012-05-14,314,Calflora
Bromus rubens,1,-116.853408,32.759366,2012-05-14,314,Calflora
Bromus rubens,1,-116.874656,32.747523,2012-05-11,314,Calflora
Bromus rubens,1,-116.875067,32.75733,2012-05-11,314,Calflora
Bromus rubens,1,-117.85585,33.660493,2019-03-05,314,Calflora
Bromus rubens,1,-120.9035,36.6731,2021-04-09,314,Calflora
Bromus rubens,1,-117.563827,33.553861,2022-03-20,254,Calflora
Bromus rubens,1,-116.424469,33.224476,2019-04-06,254,Calflora
Bromus rubens,1,-116.173072,33.933031,2017-10-27,254,Calflora
Bromus rubens,1,-122.497842,37.828778,2015-04-20,254,Calflora
Bromus rubens,1,-116.45583,34.14917,2003-02-16,254,Calflora
Bromus rubens,1,-121.623181,39.868788,2022-05-29,227,Calflora
Bromus rubens,1,-116.14383,34.02856,2019-04-18,201,Calflora
Bromus rubens,1,-117.082098,33.063033,2016-02-17,201,Calflora
Bromus rubens,1,-117.823995,33.741986,2020-04-13,153,Calflora
Bromus rubens,1,-122.660459,37.939942,2015-05-07,153,Calflora
Bromus rubens,1,-117.44327,33.66716,2019-06-08,130,Calflora
Bromus rubens,1,-121.566656,39.688026,2023-04-18,113,Calflora
Bromus rubens,1,-119.03382,35.53852,2021-11-09,113,Calflora
Bromus rubens,1,-117.52185,34.10616,2020-09-24,113,Calflora
Bromus rubens,1,-118.21809,34.52988,2020-09-23,113,Calflora
Bromus rubens,1,-119.291913,34.317397,2019-05-29,113,Calflora
Bromus rubens,1,-118.340515,35.094797,2019-05-14,113,Calflora
Bromus rubens,1,-118.316018,35.105069,2019-05-07,113,Calflora
Bromus rubens,1,-118.72278,34.64364,2022-09-27,113,Calflora
Bromus rubens,1,-121.89,37.15755,2016-08-15,113,Calflora
Bromus rubens,1,-121.692514,39.726517,2023-05-09,86,Calflora
Bromus rubens,1,-121.03119,36.66686,2018-05-04,79,Calflora
Bromus rubens,1,-119.68774,34.44901,2023-04-25,78,Calflora
Bromus rubens,1,-122.18867,37.31521,2022-04-20,78,Calflora
Bromus rubens,1,-121.686674,36.571601,2021-05-13,78,Calflora
Bromus rubens,1,-116.2193,33.489844,2021-04-01,78,Calflora
Bromus rubens,1,-118.511038,33.45132,2019-05-23,78,Calflora
Bromus rubens,1,-118.47353,33.388149,2019-05-01,78,Calflora
Bromus rubens,1,-117.139137,33.031381,2019-04-27,78,Calflora
Bromus rubens,1,-118.04661,33.695612,2019-04-17,78,Calflora
Bromus rubens,1,-116.56713,34.047764,2019-04-16,78,Calflora
Bromus rubens,1,-116.444389,34.045448,2019-04-09,78,Calflora
Bromus rubens,1,-118.501105,35.66307,2018-05-24,78,Calflora
Bromus rubens,1,-118.376309,35.675772,2018-05-06,78,Calflora
Bromus rubens,1,-116.424307,33.371637,2018-01-13,78,Calflora
Bromus rubens,1,-116.43813,34.05434,2017-11-04,78,Calflora
Bromus rubens,1,-122.546394,38.643767,2017-05-11,78,Calflora
Bromus rubens,1,-117.094628,32.893934,2017-04-25,78,Calflora
Bromus rubens,1,-117.243072,32.676019,2016-05-21,78,Calflora
Bromus rubens,1,-122.475782,37.618281,2015-07-21,78,Calflora
Bromus rubens,1,-118.536214,35.315029,2015-05-09,78,Calflora
Bromus rubens,1,-122.668801,37.943505,2015-05-07,78,Calflora
Bromus rubens,1,-119.649527,37.066073,2015-04-11,78,Calflora
Bromus rubens,1,-118.59911,34.61944,2022-06-17,78,Calflora
Bromus rubens,1,-118.48062,34.34177,2023-05-23,50,Calflora
Bromus rubens,1,-119.6973,34.44038,2023-05-12,50,Calflora
Bromus rubens,1,-119.73321,34.41194,2023-05-08,50,Calflora
Bromus rubens,1,-118.35061,34.28796,2023-05-02,50,Calflora
Bromus rubens,1,-117.623371,33.678551,2023-04-16,50,Calflora
Bromus rubens,1,-117.553903,33.53486,2022-02-10,50,Calflora
Bromus rubens,1,-118.441155,32.86998,2021-04-18,50,Calflora
Bromus rubens,1,-117.658072,33.699403,2021-04-10,50,Calflora
Bromus rubens,1,-117.67348,33.90381,2020-08-26,50,Calflora
Bromus rubens,1,-116.909125,32.773749,2020-03-30,50,Calflora
Bromus rubens,1,-118.276569,35.043249,2019-08-13,50,Calflora
Bromus rubens,1,-116.4011,33.649002,2019-03-29,50,Calflora
Bromus rubens,1,-118.711566,34.111307,2011-05-08,50,Calflora
Bromus rubens,1,-118.72462,34.74688,2022-05-17,50,Calflora
Bromus rubens,1,-117.196365,33.43231,2016-02-10,47,Calflora
Bromus rubens,1,-122.541566,37.913185,2015-06-03,47,Calflora
Bromus rubens,1,-122.519925,37.833236,2015-06-01,47,Calflora
Bromus rubens,1,-117.641725,33.67485,2023-04-16,28,Calflora
Bromus rubens,1,-117.572862,33.560905,2022-04-30,28,Calflora
Bromus rubens,1,-115.804059,33.952853,2019-03-31,28,Calflora
Bromus rubens,1,-115.401347,34.029982,2019-03-20,28,Calflora
Bromus rubens,1,-122.504929,37.858849,2017-05-23,28,Calflora
Bromus rubens,1,-122.296456,37.446434000000004,2016-09-16,28,Calflora
Bromus rubens,1,-122.503008,37.840741,2016-07-20,28,Calflora
Bromus rubens,1,-121.747844,39.781562,2005-05-06,28,Calflora
Bromus rubens,1,-122.46085,37.804973,2016-06-10,18,Calflora
Bromus rubens,1,-122.588375,37.86803,2016-06-09,15,Calflora
Bromus rubens,1,-117.07225,32.778599,2019-05-29,12,Calflora
Bromus rubens,1,-116.944396,32.555884,2017-09-18,12,Calflora
Bromus rubens,1,-122.470981,37.806503,2016-08-31,12,Calflora
Bromus rubens,1,-117.635203,33.690294,2023-02-09,NA,Calflora
Bromus rubens,1,-117.561237,33.543507,2022-06-04,NA,Calflora
Bromus rubens,1,-122.172072,37.309867,2022-05-17,NA,Calflora
Bromus rubens,1,-122.391788,37.564013,2022-04-26,NA,Calflora
Bromus rubens,1,-121.883842,37.908897,2022-04-23,NA,Calflora
Bromus rubens,1,-117.598496,33.574061,2022-03-19,NA,Calflora
Bromus rubens,1,-116.427898,33.275049,2022-03-12,NA,Calflora
Bromus rubens,1,-118.189089,34.222558,2022-03-06,NA,Calflora
Bromus rubens,1,-121.899501,37.159992,2021-04-05,NA,Calflora
Bromus rubens,1,-117.763973,34.156779,2021-01-17,NA,Calflora
Bromus rubens,1,-117.280301,34.52496,2020-12-20,NA,Calflora
Bromus rubens,1,-118.732494,34.199703,2020-04-20,NA,Calflora
Bromus rubens,1,-116.034709,32.807398,2020-03-27,NA,Calflora
Bromus rubens,1,-116.13141,32.90793,2020-03-16,NA,Calflora
Bromus rubens,1,-117.222632,34.330093,2020-01-26,NA,Calflora
Bromus rubens,1,-117.24547,34.33645,2020-01-26,NA,Calflora
Bromus rubens,1,-117.485447,33.702212,2019-06-22,NA,Calflora
Bromus rubens,1,-119.956926,34.540854,2019-05-15,NA,Calflora
Bromus rubens,1,-122.99062,39.17548,2019-04-30,NA,Calflora
Bromus rubens,1,-122.97826,39.17629,2019-04-29,NA,Calflora
Bromus rubens,1,-120.422965,34.852824,2019-04-22,NA,Calflora
Bromus rubens,1,-120.993075,36.372633,2019-04-16,NA,Calflora
Bromus rubens,1,-121.004331,36.372951,2019-04-16,NA,Calflora
Bromus rubens,1,-120.475735,34.626512,2019-04-13,NA,Calflora
Bromus rubens,1,-116.41971,33.271655,2019-04-07,NA,Calflora
Bromus rubens,1,-117.229497,33.071812,2019-03-26,NA,Calflora
Bromus rubens,1,-117.265086,33.077932,2019-03-19,NA,Calflora
Bromus rubens,1,-117.240998,33.71501,2019-02-09,NA,Calflora
Bromus rubens,1,-117.210085,33.07787,2019-01-26,NA,Calflora
Bromus rubens,1,-118.28897,34.474076,2018-11-17,NA,Calflora
Bromus rubens,1,-117.507069,34.296844,2018-10-06,NA,Calflora
Bromus rubens,1,-117.110434,32.538214,2018-06-24,NA,Calflora
Bromus rubens,1,-117.031855,32.840887,2018-06-23,NA,Calflora
Bromus rubens,1,-117.024917,35.035103,2018-05-20,NA,Calflora
Bromus rubens,1,-120.733804,35.414756,2018-05-18,NA,Calflora
Bromus rubens,1,-120.741539,35.427955,2018-05-17,NA,Calflora
Bromus rubens,1,-121.493399,36.157441,2018-05-16,NA,Calflora
Bromus rubens,1,-121.413215,36.089293,2018-05-16,NA,Calflora
Bromus rubens,1,-121.392188,36.082177,2018-05-16,NA,Calflora
Bromus rubens,1,-121.356385,36.073172,2018-05-16,NA,Calflora
Bromus rubens,1,-121.321785,36.071545,2018-05-16,NA,Calflora
Bromus rubens,1,-121.311949,36.062718,2018-05-16,NA,Calflora
Bromus rubens,1,-121.305996,36.05429,2018-05-16,NA,Calflora
Bromus rubens,1,-121.29575,36.03932,2018-05-16,NA,Calflora
Bromus rubens,1,-121.28622,36.02193,2018-05-16,NA,Calflora
Bromus rubens,1,-121.278286,36.009573,2018-05-16,NA,Calflora
Bromus rubens,1,-121.254871,36.000212,2018-05-16,NA,Calflora
Bromus rubens,1,-121.261034,35.988593,2018-05-16,NA,Calflora
Bromus rubens,1,-121.246041,35.977914,2018-05-16,NA,Calflora
Bromus rubens,1,-121.235324,35.984358,2018-05-16,NA,Calflora
Bromus rubens,1,-121.219869,35.981243,2018-05-16,NA,Calflora
Bromus rubens,1,-121.203492,35.97255,2018-05-16,NA,Calflora
Bromus rubens,1,-121.18868,35.968279,2018-05-16,NA,Calflora
Bromus rubens,1,-121.17734,35.970096,2018-05-16,NA,Calflora
Bromus rubens,1,-121.179752,35.993162,2018-05-16,NA,Calflora
Bromus rubens,1,-117.156715,33.512823,2018-04-23,NA,Calflora
Bromus rubens,1,-117.151805,33.502,2018-04-23,NA,Calflora
Bromus rubens,1,-117.143866,33.489681,2018-04-23,NA,Calflora
Bromus rubens,1,-117.140328,33.479964,2018-04-23,NA,Calflora
Bromus rubens,1,-117.175893,33.025019,2018-04-23,NA,Calflora
Bromus rubens,1,-118.354674,34.270247,2018-04-22,NA,Calflora
Bromus rubens,1,-118.369918,34.266401,2018-04-22,NA,Calflora
Bromus rubens,1,-119.906408,36.824958,2018-04-18,NA,Calflora
Bromus rubens,1,-118.296344,34.207119,2018-04-08,NA,Calflora
Bromus rubens,1,-117.673902,34.17859,2018-04-07,NA,Calflora
Bromus rubens,1,-119.112389,36.325827,2018-03-24,NA,Calflora
Bromus rubens,1,-119.075095,36.329801,2018-03-24,NA,Calflora
Bromus rubens,1,-119.059494,36.284658,2018-03-24,NA,Calflora
Bromus rubens,1,-119.049041,36.281588,2018-03-24,NA,Calflora
Bromus rubens,1,-119.038827,36.269139,2018-03-24,NA,Calflora
Bromus rubens,1,-119.020648,36.268885,2018-03-24,NA,Calflora
Bromus rubens,1,-118.972517,36.274892,2018-03-24,NA,Calflora
Bromus rubens,1,-119.772646,36.705253,2018-03-23,NA,Calflora
Bromus rubens,1,-119.793279,36.724174,2018-03-22,NA,Calflora
Bromus rubens,1,-119.785665,36.633835,2018-03-22,NA,Calflora
Bromus rubens,1,-119.786141,36.563056,2018-03-22,NA,Calflora
Bromus rubens,1,-119.636228,36.45265,2018-03-20,NA,Calflora
Bromus rubens,1,-119.816368,36.849376,2018-03-18,NA,Calflora
Bromus rubens,1,-117.161476,34.108944,2018-03-12,NA,Calflora
Bromus rubens,1,-117.15203,34.120974,2018-03-12,NA,Calflora
Bromus rubens,1,-119.765742,37.041852,2018-03-11,NA,Calflora
Bromus rubens,1,-119.747747,37.05118,2018-03-11,NA,Calflora
Bromus rubens,1,-119.739863,37.056343,2018-03-11,NA,Calflora
Bromus rubens,1,-119.77291,36.716507,2018-03-06,NA,Calflora
Bromus rubens,1,-119.914152,36.830044,2018-03-06,NA,Calflora
Bromus rubens,1,-117.077883,33.048045,2018-02-12,NA,Calflora
Bromus rubens,1,-118.25184,34.418154,2018-02-10,NA,Calflora
Bromus rubens,1,-116.416191,33.365639,2018-01-29,NA,Calflora
Bromus rubens,1,-117.709826,34.136482,2018-01-21,NA,Calflora
Bromus rubens,1,-118.485984,34.594985,2018-01-14,NA,Calflora
Bromus rubens,1,-116.663989,34.021548,2018-01-08,NA,Calflora
Bromus rubens,1,-116.664493,33.991977,2018-01-08,NA,Calflora
Bromus rubens,1,-116.682684,33.893252,2017-12-26,NA,Calflora
Bromus rubens,1,-117.723877,34.136046,2017-12-24,NA,Calflora
Bromus rubens,1,-117.674466,34.200983,2017-12-22,NA,Calflora
Bromus rubens,1,-117.732714,33.502374,2017-12-17,NA,Calflora
Bromus rubens,1,-116.570115,33.718185,2017-12-14,NA,Calflora
Bromus rubens,1,-117.846993,34.262652,2017-12-02,NA,Calflora
Bromus rubens,1,-119.805239,36.741884,2017-11-30,NA,Calflora
Bromus rubens,1,-120.866697,36.670867,2017-11-03,NA,Calflora
Bromus rubens,1,-120.144906,34.58556,2017-10-30,NA,Calflora
Bromus rubens,1,-119.949561,34.803464,2017-10-14,NA,Calflora
Bromus rubens,1,-118.11334,36.89003,2017-09-28,NA,Calflora
Bromus rubens,1,-120.835085,36.54017,2017-09-22,NA,Calflora
Bromus rubens,1,-117.647724,34.243534,2017-09-17,NA,Calflora
Bromus rubens,1,-120.466804,34.679924,2017-09-14,NA,Calflora
Bromus rubens,1,-120.194228,34.60716,2017-09-06,NA,Calflora
Bromus rubens,1,-120.477083,34.667372,2017-08-17,NA,Calflora
Bromus rubens,1,-118.471506,34.329622,2017-08-16,NA,Calflora
Bromus rubens,1,-120.474293,34.695155,2017-07-26,NA,Calflora
Bromus rubens,1,-120.426089,34.689738,2017-07-23,NA,Calflora
Bromus rubens,1,-120.414169,34.682416,2017-07-22,NA,Calflora
Bromus rubens,1,-120.408944,34.690127,2017-07-22,NA,Calflora
Bromus rubens,1,-120.461432,34.693446,2017-07-19,NA,Calflora
Bromus rubens,1,-120.429876,34.705122,2017-07-17,NA,Calflora
Bromus rubens,1,-120.443145,34.704917,2017-07-17,NA,Calflora
Bromus rubens,1,-117.280848,33.173108,2017-07-16,NA,Calflora
Bromus rubens,1,-120.454617,34.698946,2017-07-16,NA,Calflora
Bromus rubens,1,-120.438409,34.694539,2017-07-11,NA,Calflora
Bromus rubens,1,-117.295784,33.09389,2017-07-08,NA,Calflora
Bromus rubens,1,-120.407785,34.700641,2017-07-02,NA,Calflora
Bromus rubens,1,-120.402802,34.707945,2017-07-02,NA,Calflora
Bromus rubens,1,-120.420445,34.669156,2017-06-23,NA,Calflora
Bromus rubens,1,-116.782819,33.573187,2017-05-27,NA,Calflora
Bromus rubens,1,-116.780309,33.59634,2017-05-27,NA,Calflora
Bromus rubens,1,-118.32657,37.05668,2017-05-24,NA,Calflora
Bromus rubens,1,-117.376933,33.213591,2017-05-21,NA,Calflora
Bromus rubens,1,-116.501275,33.593985000000004,2017-05-17,NA,Calflora
Bromus rubens,1,-116.612601,33.686681,2017-05-13,NA,Calflora
Bromus rubens,1,-117.556815,33.939722,2017-05-10,NA,Calflora
Bromus rubens,1,-118.997856,35.153006,2017-04-30,NA,Calflora
Bromus rubens,1,-118.954587,35.015714,2017-04-30,NA,Calflora
Bromus rubens,1,-118.944747,34.985305,2017-04-30,NA,Calflora
Bromus rubens,1,-118.940044,34.97038,2017-04-30,NA,Calflora
Bromus rubens,1,-118.935642,34.956088,2017-04-30,NA,Calflora
Bromus rubens,1,-118.932584,34.946583,2017-04-30,NA,Calflora
Bromus rubens,1,-118.922508,34.924,2017-04-30,NA,Calflora
Bromus rubens,1,-118.923252,34.911477,2017-04-30,NA,Calflora
Bromus rubens,1,-118.917467,34.89427,2017-04-30,NA,Calflora
Bromus rubens,1,-118.905006,34.887105,2017-04-30,NA,Calflora
Bromus rubens,1,-118.898038,34.879553,2017-04-30,NA,Calflora
Bromus rubens,1,-118.887046,34.869893,2017-04-30,NA,Calflora
Bromus rubens,1,-118.876349,34.858128,2017-04-30,NA,Calflora
Bromus rubens,1,-118.865745,34.843636,2017-04-30,NA,Calflora
Bromus rubens,1,-118.869526,34.829424,2017-04-30,NA,Calflora
Bromus rubens,1,-118.884551,34.812917,2017-04-30,NA,Calflora
Bromus rubens,1,-118.873369,34.800125,2017-04-30,NA,Calflora
Bromus rubens,1,-118.84354,34.794106,2017-04-30,NA,Calflora
Bromus rubens,1,-118.832349,34.790696,2017-04-30,NA,Calflora
Bromus rubens,1,-118.821115,34.783194,2017-04-30,NA,Calflora
Bromus rubens,1,-118.810138,34.776595,2017-04-30,NA,Calflora
Bromus rubens,1,-118.797359,34.762841,2017-04-30,NA,Calflora
Bromus rubens,1,-118.795441,34.747191,2017-04-30,NA,Calflora
Bromus rubens,1,-118.79743,34.735774,2017-04-30,NA,Calflora
Bromus rubens,1,-118.79849,34.719119,2017-04-30,NA,Calflora
Bromus rubens,1,-118.795739,34.707596,2017-04-30,NA,Calflora
Bromus rubens,1,-118.791318,34.696746,2017-04-30,NA,Calflora
Bromus rubens,1,-118.711762,34.591685,2017-04-30,NA,Calflora
Bromus rubens,1,-118.706766,34.582876,2017-04-30,NA,Calflora
Bromus rubens,1,-116.603499,33.113346,2017-04-29,NA,Calflora
Bromus rubens,1,-117.174833,33.390309,2017-04-27,NA,Calflora
Bromus rubens,1,-117.160715,33.41249,2017-04-27,NA,Calflora
Bromus rubens,1,-117.148113,33.428725,2017-04-27,NA,Calflora
Bromus rubens,1,-117.138476,33.440705,2017-04-27,NA,Calflora
Bromus rubens,1,-117.135488,33.451516,2017-04-27,NA,Calflora
Bromus rubens,1,-117.216957,33.572891,2017-04-27,NA,Calflora
Bromus rubens,1,-117.226067,33.579873,2017-04-27,NA,Calflora
Bromus rubens,1,-117.234759,33.586497,2017-04-27,NA,Calflora
Bromus rubens,1,-117.242908,33.593359,2017-04-27,NA,Calflora
Bromus rubens,1,-117.249893,33.600982,2017-04-27,NA,Calflora
Bromus rubens,1,-117.256641,33.608367,2017-04-27,NA,Calflora
Bromus rubens,1,-117.264612,33.61709,2017-04-27,NA,Calflora
Bromus rubens,1,-117.274074,33.628131,2017-04-27,NA,Calflora
Bromus rubens,1,-117.280577,33.637177,2017-04-27,NA,Calflora
Bromus rubens,1,-117.288897,33.649518,2017-04-27,NA,Calflora
Bromus rubens,1,-117.295555,33.65891,2017-04-27,NA,Calflora
Bromus rubens,1,-117.308676,33.669638,2017-04-27,NA,Calflora
Bromus rubens,1,-117.322065,33.676107,2017-04-27,NA,Calflora
Bromus rubens,1,-117.332533,33.686387,2017-04-27,NA,Calflora
Bromus rubens,1,-117.345813,33.698099,2017-04-27,NA,Calflora
Bromus rubens,1,-117.353643,33.703265,2017-04-27,NA,Calflora
Bromus rubens,1,-117.360789,33.713294,2017-04-27,NA,Calflora
Bromus rubens,1,-117.371903,33.725559,2017-04-27,NA,Calflora
Bromus rubens,1,-117.387882,33.729539,2017-04-27,NA,Calflora
Bromus rubens,1,-117.404822,33.732878,2017-04-27,NA,Calflora
Bromus rubens,1,-117.422464,33.735462,2017-04-27,NA,Calflora
Bromus rubens,1,-117.443769,33.744308,2017-04-27,NA,Calflora
Bromus rubens,1,-117.462641,33.757842,2017-04-27,NA,Calflora
Bromus rubens,1,-117.47599,33.765013,2017-04-27,NA,Calflora
Bromus rubens,1,-117.486835,33.775692,2017-04-27,NA,Calflora
Bromus rubens,1,-117.495008,33.78799,2017-04-27,NA,Calflora
Bromus rubens,1,-117.503782,33.800217,2017-04-27,NA,Calflora
Bromus rubens,1,-117.511525,33.814437,2017-04-27,NA,Calflora
Bromus rubens,1,-117.520306,33.822516,2017-04-27,NA,Calflora
Bromus rubens,1,-117.527122,33.828193,2017-04-27,NA,Calflora
Bromus rubens,1,-117.533728,33.838521,2017-04-27,NA,Calflora
Bromus rubens,1,-117.535664,33.855073,2017-04-27,NA,Calflora
Bromus rubens,1,-117.456142,33.650221,2017-04-21,NA,Calflora
Bromus rubens,1,-116.439402,32.7685,2017-04-08,NA,Calflora
Bromus rubens,1,-120.801344,36.548688,2017-04-05,NA,Calflora
Bromus rubens,1,-120.796551,36.566797,2017-04-05,NA,Calflora
Bromus rubens,1,-120.810731,36.557261,2017-04-05,NA,Calflora
Bromus rubens,1,-120.817935,36.545829,2017-04-05,NA,Calflora
Bromus rubens,1,-116.578872,34.000633,2017-04-02,NA,Calflora
Bromus rubens,1,-116.437581,33.575342,2017-04-01,NA,Calflora
Bromus rubens,1,-116.409565,33.309533,2017-03-24,NA,Calflora
Bromus rubens,1,-116.401017,33.304044,2017-03-24,NA,Calflora
Bromus rubens,1,-117.247488,32.942028,2017-03-19,NA,Calflora
Bromus rubens,1,-117.240602,32.980838,2017-03-17,NA,Calflora
Bromus rubens,1,-116.95077,33.034193,2017-03-15,NA,Calflora
Bromus rubens,1,-117.646008,33.6997,2017-03-12,NA,Calflora
Bromus rubens,1,-116.635517,32.840741,2017-02-11,NA,Calflora
Bromus rubens,1,-116.375695,33.110905,2017-01-29,NA,Calflora
Bromus rubens,1,-116.443773,33.001168,2017-01-07,NA,Calflora
Bromus rubens,1,-116.382848,33.187235,2017-01-03,NA,Calflora
Bromus rubens,1,-118.727845,34.592281,2016-12-22,NA,Calflora
Bromus rubens,1,-117.242959,33.433212,2016-12-13,NA,Calflora
Bromus rubens,1,-117.480122,33.624783,2016-12-10,NA,Calflora
Bromus rubens,1,-117.239154,33.403884,2016-12-07,NA,Calflora
Bromus rubens,1,-116.422292,33.303728,2016-12-04,NA,Calflora
Bromus rubens,1,-116.479761,33.346603,2016-11-23,NA,Calflora
Bromus rubens,1,-117.212625,33.41588,2016-11-19,NA,Calflora
Bromus rubens,1,-116.546456,33.123351,2016-11-06,NA,Calflora
Bromus rubens,1,-117.251299,33.404431,2016-11-04,NA,Calflora
Bromus rubens,1,-117.144174,32.738066,2016-10-26,NA,Calflora
Bromus rubens,1,-116.416777,33.575185,2016-10-15,NA,Calflora
Bromus rubens,1,-116.456311,33.586143,2016-10-14,NA,Calflora
Bromus rubens,1,-116.396193,33.561285,2016-10-04,NA,Calflora
Bromus rubens,1,-116.458796,33.575198,2016-10-02,NA,Calflora
Bromus rubens,1,-116.44243,33.585925,2016-09-17,NA,Calflora
Bromus rubens,1,-116.466443,33.582491,2016-09-16,NA,Calflora
Bromus rubens,1,-116.446695,33.568447,2016-09-13,NA,Calflora
Bromus rubens,1,-118.26642,36.84157,2016-09-09,NA,Calflora
Bromus rubens,1,-117.143129,33.364496,2016-09-07,NA,Calflora
Bromus rubens,1,-117.148253,33.372121,2016-09-07,NA,Calflora
Bromus rubens,1,-117.159175,33.365858,2016-09-07,NA,Calflora
Bromus rubens,1,-117.404356,33.56686,2016-09-05,NA,Calflora
Bromus rubens,1,-119.407499,35.813722,2016-07-27,NA,Calflora
Bromus rubens,1,-122.567083,37.855878,2016-06-07,NA,Calflora
Bromus rubens,1,-119.601659,36.210842,2016-06-02,NA,Calflora
Bromus rubens,1,-116.452928,33.197964,2016-05-29,NA,Calflora
Bromus rubens,1,-116.501683,33.584312,2016-05-21,NA,Calflora
Bromus rubens,1,-118.11746,37.11713,2016-05-16,NA,Calflora
Bromus rubens,1,-118.89299,34.039853,2016-05-14,NA,Calflora
Bromus rubens,1,-117.018028,33.012408,2016-05-13,NA,Calflora
Bromus rubens,1,-117.293872,33.508756,2016-05-01,NA,Calflora
Bromus rubens,1,-117.350922,33.599071,2016-04-24,NA,Calflora
Bromus rubens,1,-116.477363,33.194675,2016-04-23,NA,Calflora
Bromus rubens,1,-116.485935,33.203899,2016-04-23,NA,Calflora
Bromus rubens,1,-116.39192,34.07591,2016-04-22,NA,Calflora
Bromus rubens,1,-117.281103,32.842262,2016-04-16,NA,Calflora
Bromus rubens,1,-118.00441,36.0632,2016-04-16,NA,Calflora
Bromus rubens,1,-117.967,36.92613,2016-04-12,NA,Calflora
Bromus rubens,1,-117.246845,33.359095,2016-04-11,NA,Calflora
Bromus rubens,1,-117.194236,33.343676,2016-04-10,NA,Calflora
Bromus rubens,1,-116.365414,33.191267,2016-04-09,NA,Calflora
Bromus rubens,1,-116.823206,34.761382,2016-04-03,NA,Calflora
Bromus rubens,1,-117.269262,33.542515,2016-03-27,NA,Calflora
Bromus rubens,1,-118.48719,34.55065,2016-03-14,NA,Calflora
Bromus rubens,1,-118.50054,34.53858,2016-03-14,NA,Calflora
Bromus rubens,1,-116.736857,32.99129,2016-03-13,NA,Calflora
