species,presence,x,y,date,accuracy,source
Bromus rubens,1,-111.5407739,33.13804837,2019-04-16,5,INaturalist
Bromus rubens,1,-117.8728176,33.65089667,2019-04-17,6,INaturalist
Bromus rubens,1,-114.2502004,35.43602533,2019-04-15,31,INaturalist
Bromus rubens,1,-115.1627805,35.756895,2019-04-17,5,INaturalist
Bromus rubens,1,-118.168105,34.13902217,2019-04-22,10,INaturalist
Bromus rubens,1,-119.0156028,34.07719717,2019-04-19,6,INaturalist
Bromus rubens,1,-113.498631,37.0990132,2019-04-22,9,INaturalist
Bromus rubens,1,-118.7622125,34.14945334,2019-04-22,24,INaturalist
Bromus rubens,1,-114.2237612,36.7291412,2019-04-22,5,INaturalist
Bromus rubens,1,-117.3901487,35.8264117,2019-04-19,2,INaturalist
Bromus rubens,1,-116.4883717,33.21107833,2019-04-23,5,INaturalist
Bromus rubens,1,-117.2699431,33.54158933,2019-04-24,64,INaturalist
Bromus rubens,1,-117.5233028,34.16534167,2019-04-25,32,INaturalist
Bromus rubens,1,-118.4089326,34.12320897,2019-04-25,10,INaturalist
Bromus rubens,1,-118.7241119,34.1279465,2019-04-26,6,INaturalist
Bromus rubens,1,-118.4445776,32.88097421,2019-04-26,5,INaturalist
Bromus rubens,1,-116.8528498,33.09075545,2019-04-26,9,INaturalist
Bromus rubens,1,-117.0003202,32.64783489,2019-04-26,6,INaturalist
Bromus rubens,1,-117.1581497,33.00577853,2019-04-26,5,INaturalist
Bromus rubens,1,-116.5045153,32.82280691,2019-04-26,5,INaturalist
Bromus rubens,1,-117.2504953,33.03078271,2019-04-26,5,INaturalist
Bromus rubens,1,-118.2800546,34.14801413,2019-04-26,10,INaturalist
Bromus rubens,1,-122.5045083,38.01169167,2019-04-26,6,INaturalist
Bromus rubens,1,-117.2198758,32.93122292,2019-04-26,132,INaturalist
Bromus rubens,1,-117.0195744,32.58856229,2019-04-26,63,INaturalist
Bromus rubens,1,-117.0587545,32.81782987,2019-04-27,6,INaturalist
Bromus rubens,1,-115.4207291,36.14679662,2019-04-27,5,INaturalist
Bromus rubens,1,-117.0000772,32.66337365,2019-04-27,44,INaturalist
Bromus rubens,1,-117.1880058,32.7853709,2019-04-27,50,INaturalist
Bromus rubens,1,-118.329133,33.34039397,2019-04-27,5,INaturalist
Bromus rubens,1,-117.0661686,33.05233847,2019-04-27,20,INaturalist
Bromus rubens,1,-117.1391373,33.03138051,2019-04-27,5,INaturalist
Bromus rubens,1,-117.0463848,32.86245681,2019-04-26,392,INaturalist
Bromus rubens,1,-117.2553003,32.96279334,2019-04-28,8,INaturalist
Bromus rubens,1,-117.2548012,32.95314022,2019-04-28,5,INaturalist
Bromus rubens,1,-117.6657375,33.74157891,2019-04-28,5,INaturalist
Bromus rubens,1,-116.8713384,32.73337279,2019-04-26,5,INaturalist
Bromus rubens,1,-117.1183363,33.03520974,2019-04-28,5,INaturalist
Bromus rubens,1,-117.0745612,32.82495989,2019-04-28,125,INaturalist
Bromus rubens,1,-116.3982251,33.03494181,2019-04-27,22,INaturalist
Bromus rubens,1,-117.202766,32.86248587,2019-04-28,10,INaturalist
Bromus rubens,1,-114.1664224,36.6972362,2019-04-28,5,INaturalist
Bromus rubens,1,-116.6972883,33.10268883,2019-04-28,5,INaturalist
Bromus rubens,1,-116.7666333,33.38339667,2019-04-28,5,INaturalist
Bromus rubens,1,-117.0476791,33.17940636,2019-04-28,469,INaturalist
Bromus rubens,1,-116.1650633,33.97683665,2019-04-27,41,INaturalist
Bromus rubens,1,-118.3860891,32.84406433,2019-04-29,5,INaturalist
Bromus rubens,1,-117.17927829999999,33.11981717,2019-04-29,30,INaturalist
Bromus rubens,1,-117.110175,32.97640333,2019-04-29,5,INaturalist
Bromus rubens,1,-117.5224182,33.395962,2019-04-29,48,INaturalist
Bromus rubens,1,-121.9142066,37.88098349,2019-04-28,15,INaturalist
Bromus rubens,1,-117.2437344,32.66911626,2019-04-27,8,INaturalist
Bromus rubens,1,-117.2486628,33.14881487,2019-04-28,5,INaturalist
Bromus rubens,1,-117.0446271,32.83042075,2019-04-29,31,INaturalist
Bromus rubens,1,-118.7069083,34.13471117,2019-04-27,8,INaturalist
Bromus rubens,1,-120.6967255,35.30066282,2019-05-01,45,INaturalist
Bromus rubens,1,-117.2731333,32.8264,2019-04-29,5,INaturalist
Bromus rubens,1,-118.4024602,33.74097016,2019-04-29,218,INaturalist
Bromus rubens,1,-117.4090426,33.67932417,2019-05-02,24,INaturalist
Bromus rubens,1,-118.0972055,34.175305,2019-04-25,5,INaturalist
Bromus rubens,1,-116.386928,34.0746718,2019-05-02,5,INaturalist
Bromus rubens,1,-121.91852,37.87055833,2019-05-02,5,INaturalist
Bromus rubens,1,-118.47353,33.3881485,2019-05-01,5,INaturalist
Bromus rubens,1,-118.4649967,32.85576667,2019-05-01,5,INaturalist
Bromus rubens,1,-122.2941467,37.4873,2019-04-26,10,INaturalist
Bromus rubens,1,-118.104569,34.19256779,2019-05-04,8,INaturalist
Bromus rubens,1,-117.1072425,32.6525223,2019-04-26,199,INaturalist
Bromus rubens,1,-119.7085625,34.45703351,2019-05-04,8,INaturalist
Bromus rubens,1,-116.7773883,34.37698333,2019-05-04,5,INaturalist
Bromus rubens,1,-121.1817938,36.48162964,2019-05-04,5,INaturalist
Bromus rubens,1,-116.4527829,33.22565352,2019-04-28,8,INaturalist
Bromus rubens,1,-116.4055834,33.25782508,2019-05-05,5,INaturalist
Bromus rubens,1,-121.1979235,36.48276262,2019-05-05,5,INaturalist
Bromus rubens,1,-112.503145,33.58436667,2019-05-04,5,INaturalist
Bromus rubens,1,-121.6722615,36.42782528,2019-05-06,5,INaturalist
Bromus rubens,1,-117.5284037,34.17323167,2019-05-06,5,INaturalist
Bromus rubens,1,-117.1799613,34.08525159,2019-05-06,4,INaturalist
Bromus rubens,1,-120.6761041,35.28041298,2019-05-07,5,INaturalist
Bromus rubens,1,-110.74402,32.34709167,2019-05-04,5,INaturalist
Bromus rubens,1,-118.185096,34.17961097,2019-05-08,5,INaturalist
Bromus rubens,1,-117.4180767,33.65984559,2019-05-08,5,INaturalist
Bromus rubens,1,-115.5856726,35.93986738,2019-05-10,4,INaturalist
Bromus rubens,1,-109.8069887,34.88771473,2019-05-08,263,INaturalist
Bromus rubens,1,-117.2289064,33.07235483,2019-05-03,22,INaturalist
Bromus rubens,1,-117.1385195,35.215775,2019-05-11,5,INaturalist
Bromus rubens,1,-118.4152592,33.40187056,2019-05-13,10,INaturalist
Bromus rubens,1,-117.191055,33.09232217,2019-05-12,16,INaturalist
Bromus rubens,1,-117.1187891,33.10151985,2019-05-13,5,INaturalist
Bromus rubens,1,-118.2234583,36.66425333,2019-05-13,5,INaturalist
Bromus rubens,1,-122.0752746,37.38824546,2019-05-13,65,INaturalist
Bromus rubens,1,-111.0750667,32.32631333,2019-05-13,4,INaturalist
Bromus rubens,1,-111.3325583,35.52891167,2019-05-15,5,INaturalist
Bromus rubens,1,-117.1057097,33.36549366,2019-05-14,4,INaturalist
Bromus rubens,1,-117.4074906,33.69803618,2019-05-16,10,INaturalist
Bromus rubens,1,-117.8568938,33.58412874,2019-05-17,22,INaturalist
Bromus rubens,1,-111.7565,34.79933667,2019-05-19,10,INaturalist
Bromus rubens,1,-116.2075256,34.04271572,2019-05-15,244,INaturalist
Bromus rubens,1,-110.9634308,37.31992762,2019-05-18,50,INaturalist
Bromus rubens,1,-110.1956404,34.93354644,2019-05-22,8,INaturalist
Bromus rubens,1,-118.5110383,33.45132,2019-05-23,5,INaturalist
Bromus rubens,1,-111.8260594,33.72675241,2019-05-26,5,INaturalist
Bromus rubens,1,-111.4562338,34.3185835,2019-05-25,526,INaturalist
Bromus rubens,1,-120.6623546,35.29886968,2019-05-27,22,INaturalist
Bromus rubens,1,-112.5217357,34.79320562,2019-05-18,6,INaturalist
Bromus rubens,1,-110.7350075,32.61105568,2019-05-28,10,INaturalist
Bromus rubens,1,-117.07225,32.7785985,2019-05-29,2,INaturalist
Bromus rubens,1,-118.7953867,34.21045,2019-05-26,50,INaturalist
Bromus rubens,1,-112.1120885,34.30850849,2019-05-30,8,INaturalist
Bromus rubens,1,-115.10674,35.35999,2019-05-25,10,INaturalist
Bromus rubens,1,-115.15111,35.36835,2019-05-25,10,INaturalist
Bromus rubens,1,-110.2974617,31.4745,2019-06-05,6,INaturalist
Bromus rubens,1,-116.979821,32.72721117,2019-06-20,30,INaturalist
Bromus rubens,1,-115.392455,36.13958333,2019-06-20,5,INaturalist
Bromus rubens,1,-114.9393833,36.325375,2019-06-21,5,INaturalist
Bromus rubens,1,-109.8016283,35.081425,2019-06-24,5,INaturalist
Bromus rubens,1,-112.0576622,33.34465313,2019-06-25,33,INaturalist
Bromus rubens,1,-111.65548,35.195995,2019-06-25,5,INaturalist
Bromus rubens,1,-113.4692617,35.52350333,2019-06-23,16,INaturalist
Bromus rubens,1,-114.4787967,35.70572,2019-06-23,4,INaturalist
Bromus rubens,1,-116.1479643,33.98348,2019-04-19,8,INaturalist
Bromus rubens,1,-116.9432833,32.74853,2019-06-29,16,INaturalist
Bromus rubens,1,-117.8904221,33.65214615,2019-07-05,5,INaturalist
Bromus rubens,1,-112.6083617,34.61343833,2019-07-26,5,INaturalist
Bromus rubens,1,-117.3257368,33.14638999,2019-08-02,4,INaturalist
Bromus rubens,1,-111.7421299,34.68977585,2019-08-13,4,INaturalist
Bromus rubens,1,-119.1895946,34.54509123,2018-06-12,469,INaturalist
Bromus rubens,1,-114.2906997,36.95431894,2019-09-29,5,INaturalist
Bromus rubens,1,-114.2571279,37.06473123,2019-09-29,5,INaturalist
Bromus rubens,1,-117.6366583,33.70900333,2019-09-27,280,INaturalist
Bromus rubens,1,-117.1405557,32.9221343,2019-10-24,10,INaturalist
Bromus rubens,1,-110.2394167,32.34954167,2019-04-20,5,INaturalist
Bromus rubens,1,-109.7871439,34.86336765,2019-10-26,5,INaturalist
Bromus rubens,1,-117.0175172,36.90446405,2019-11-12,5,INaturalist
Bromus rubens,1,-116.9256995,36.96973259,2019-11-12,5,INaturalist
Bromus rubens,1,-114.546959,36.41732402,2020-01-08,6,INaturalist
Bromus rubens,1,-111.8225073,33.62797302,2020-02-16,31,INaturalist
Bromus rubens,1,-111.4546359,33.53481984,2020-02-15,9,INaturalist
Bromus rubens,1,-111.4583849,33.50761452,2020-02-15,10,INaturalist
Bromus rubens,1,-111.9037656,33.7727571,2020-02-18,195,INaturalist
Bromus rubens,1,-117.1708537,33.0181109,2020-02-20,2,INaturalist
Bromus rubens,1,-111.5123533,33.56361667,2020-02-16,10,INaturalist
Bromus rubens,1,-116.0755107,33.92922165,2020-02-21,9,INaturalist
Bromus rubens,1,-112.8178079,33.90941278,2020-02-25,4,INaturalist
Bromus rubens,1,-111.9153016,33.74480846,2020-03-01,5,INaturalist
Bromus rubens,1,-112.1712117,33.98728833,2020-02-25,5,INaturalist
Bromus rubens,1,-111.3006127,33.25741751,2020-03-05,4,INaturalist
Bromus rubens,1,-119.0304722,34.0866305,2020-03-07,5,INaturalist
Bromus rubens,1,-111.80932,33.67999667,2020-03-09,5,INaturalist
Bromus rubens,1,-112.8337428,33.66794899,2020-03-09,4,INaturalist
Bromus rubens,1,-112.7183452,33.96164298,2020-03-10,4,INaturalist
Bromus rubens,1,-116.359925,33.701675,2020-03-11,4,INaturalist
Bromus rubens,1,-112.1348354,34.18585882,2020-03-09,8,INaturalist
Bromus rubens,1,-112.0971534,33.56834565,2020-03-10,521,INaturalist
Bromus rubens,1,-116.4256337,33.27664261,2020-03-13,7,INaturalist
Bromus rubens,1,-110.6845556,32.21099722,2020-03-13,5,INaturalist
Bromus rubens,1,-112.0680701,33.58078082,2020-03-14,10,INaturalist
Bromus rubens,1,-116.4892122,33.79148981,2020-03-14,9,INaturalist
Bromus rubens,1,-116.433164,33.24036936,2020-03-14,61,INaturalist
Bromus rubens,1,-116.319725,33.64971167,2020-03-19,5,INaturalist
Bromus rubens,1,-111.8517089,33.65205558,2020-03-20,10,INaturalist
Bromus rubens,1,-116.3977577,33.79975942,2020-03-20,9,INaturalist
Bromus rubens,1,-111.705841,33.45062831,2020-03-21,4,INaturalist
Bromus rubens,1,-112.7940721,33.92115417,2020-03-21,7,INaturalist
Bromus rubens,1,-111.7240133,32.87695333,2020-03-21,4,INaturalist
Bromus rubens,1,-116.4428553,33.00184654,2020-03-21,5,INaturalist
Bromus rubens,1,-116.9936657,32.72345785,2020-03-21,395,INaturalist
Bromus rubens,1,-118.1463695,34.21333333,2020-03-21,7,INaturalist
Bromus rubens,1,-117.644927,33.48355176,2020-03-21,48,INaturalist
Bromus rubens,1,-111.9913248,33.42661545,2020-03-24,5,INaturalist
Bromus rubens,1,-118.5965583,33.02316389,2020-02-20,5,INaturalist
Bromus rubens,1,-115.1160969,37.28328603,2020-03-16,6,INaturalist
Bromus rubens,1,-111.6164803,33.50091367,2020-03-28,16,INaturalist
Bromus rubens,1,-120.7155291,35.17678566,2020-03-28,5,INaturalist
Bromus rubens,1,-118.9435439,34.17273361,2020-03-28,5,INaturalist
Bromus rubens,1,-112.4794383,33.55011333,2020-03-28,10,INaturalist
Bromus rubens,1,-111.9808316,33.79106134,2020-03-28,17,INaturalist
Bromus rubens,1,-116.2480917,33.59768333,2020-03-28,10,INaturalist
Bromus rubens,1,-112.545651,33.72311055,2020-03-29,5,INaturalist
Bromus rubens,1,-112.1354323,33.84616931,2020-03-29,2,INaturalist
Bromus rubens,1,-111.424125,33.397,2020-03-29,5,INaturalist
Bromus rubens,1,-113.2296331,34.00127377,2020-03-30,4,INaturalist
Bromus rubens,1,-113.3448108,34.07036633,2020-03-30,4,INaturalist
Bromus rubens,1,-111.380027,33.53178277,2020-03-30,126,INaturalist
Bromus rubens,1,-111.8585892,33.62366579,2020-03-30,38,INaturalist
Bromus rubens,1,-116.9091253,32.77374907,2020-03-30,4,INaturalist
